fips,county_population_16gr,2004-2020_dem_wins,name,State,Votes,Abbreviation,state_population,elec_vote_proportion
19105,16640,3,Jones County,iowa,6,IA,3160553,0.031589409
19107,8152,0,Keokuk County,iowa,6,IA,3160553,0.015475773
19109,12026,1,Kossuth County,iowa,6,IA,3160553,0.022830182
19111,27601,3,Lee County,iowa,6,IA,3160553,0.052397792
19113,177325,4,Linn County,iowa,6,IA,3160553,0.336634127
19115,8981,2,Louisa County,iowa,6,IA,3160553,0.017049548
19117,6890,0,Lucas County,iowa,6,IA,3160553,0.013079989
19119,8772,0,Lyon County,iowa,6,IA,3160553,0.016652782
19121,12542,0,Madison County,iowa,6,IA,3160553,0.023809757
19123,17477,0,Mahaska County,iowa,6,IA,3160553,0.033178371
19125,26321,0,Marion County,iowa,6,IA,3160553,0.049967838
19127,30961,2,Marshall County,iowa,6,IA,3160553,0.058776423
19129,11801,0,Mills County,iowa,6,IA,3160553,0.022403041
19131,8460,3,Mitchell County,iowa,6,IA,3160553,0.016060481
19133,7122,0,Monona County,iowa,6,IA,3160553,0.013520419
19135,6147,0,Monroe County,iowa,6,IA,3160553,0.011669477
19137,8045,0,Montgomery County,iowa,6,IA,3160553,0.015272644
19139,33417,3,Muscatine County,iowa,6,IA,3160553,0.063438898
19141,10967,0,O'Brien County,iowa,6,IA,3160553,0.020819774
19143,4786,0,Osceola County,iowa,6,IA,3160553,0.009085752
19145,12623,0,Page County,iowa,6,IA,3160553,0.023963528
19147,7090,1,Palo Alto County,iowa,6,IA,3160553,0.01345967
19149,19598,0,Plymouth County,iowa,6,IA,3160553,0.037204882
19151,5480,0,Pocahontas County,iowa,6,IA,3160553,0.010403243
19153,372445,4,Polk County,iowa,6,IA,3160553,0.707050317
19155,73929,0,Pottawattamie County,iowa,6,IA,3160553,0.140346958
19157,15182,3,Poweshiek County,iowa,6,IA,3160553,0.028821539
19159,3915,0,Ringgold County,iowa,6,IA,3160553,0.007432244
19161,7857,0,Sac County,iowa,6,IA,3160553,0.014915744
19163,135857,4,Scott County,iowa,6,IA,3160553,0.257911195
19165,9377,0,Shelby County,iowa,6,IA,3160553,0.017801315
19167,26326,0,Sioux County,iowa,6,IA,3160553,0.04997733
19169,82659,4,Story County,iowa,6,IA,3160553,0.156920007
19171,13458,3,Tama County,iowa,6,IA,3160553,0.025548694
19173,4880,0,Taylor County,iowa,6,IA,3160553,0.009264202
19175,9887,2,Union County,iowa,6,IA,3160553,0.0187695
19177,5663,0,Van Buren County,iowa,6,IA,3160553,0.01075065
19179,27993,3,Wapello County,iowa,6,IA,3160553,0.053141966
19181,39191,1,Warren County,iowa,6,IA,3160553,0.074400271
19183,17354,0,Washington County,iowa,6,IA,3160553,0.032944868
19185,5013,0,Wayne County,iowa,6,IA,3160553,0.009516689
19187,29811,3,Webster County,iowa,6,IA,3160553,0.056593261
19189,8537,1,Winnebago County,iowa,6,IA,3160553,0.016206658
19191,17014,3,Winneshiek County,iowa,6,IA,3160553,0.032299411
19193,78592,1,Woodbury County,iowa,6,IA,3160553,0.149199207
19195,6074,3,Worth County,iowa,6,IA,3160553,0.011530893
19197,9979,0,Wright County,iowa,6,IA,3160553,0.018944153
20001,10080,0,Allen County,kansas,6,KS,2918515,0.020722868
20003,6033,0,Anderson County,kansas,6,KS,2918515,0.012402883
20005,12806,0,Atchison County,kansas,6,KS,2918515,0.026327088
20007,3640,0,Barber County,kansas,6,KS,2918515,0.007483258
20009,20859,0,Barton County,kansas,6,KS,2918515,0.042882767
20011,11219,0,Bourbon County,kansas,6,KS,2918515,0.023064469
20013,7491,0,Brown County,kansas,6,KS,2918515,0.015400298
20015,51717,0,Butler County,kansas,6,KS,2918515,0.106321879
20017,2108,0,Chase County,kansas,6,KS,2918515,0.004333711
20019,2658,0,Chautauqua County,kansas,6,KS,2918515,0.005464423
20021,15998,0,Cherokee County,kansas,6,KS,2918515,0.032889329
20023,2162,0,Cheyenne County,kansas,6,KS,2918515,0.004444726
20025,1564,0,Clark County,kansas,6,KS,2918515,0.003215334
20027,6347,0,Clay County,kansas,6,KS,2918515,0.013048417
20029,7121,0,Cloud County,kansas,6,KS,2918515,0.014639637
20031,6718,0,Coffey County,kansas,6,KS,2918515,0.013811133
20033,1420,0,Comanche County,kansas,6,KS,2918515,0.002919293
20035,27828,0,Cowley County,kansas,6,KS,2918515,0.057209917
20037,31401,1,Crawford County,kansas,6,KS,2918515,0.064555433
20039,2360,0,Decatur County,kansas,6,KS,2918515,0.004851782
20041,14890,0,Dickinson County,kansas,6,KS,2918515,0.030611458
20043,6380,0,Doniphan County,kansas,6,KS,2918515,0.013116259
20045,100418,4,Douglas County,kansas,6,KS,2918515,0.206443345
20047,2288,0,Edwards County,kansas,6,KS,2918515,0.004703762
20049,2063,0,Elk County,kansas,6,KS,2918515,0.004241198
20051,22974,0,Ellis County,kansas,6,KS,2918515,0.047230869
20053,5231,0,Ellsworth County,kansas,6,KS,2918515,0.010754099
20055,26626,0,Finney County,kansas,6,KS,2918515,0.054738797
20057,24920,0,Ford County,kansas,6,KS,2918515,0.051231534
20059,20200,0,Franklin County,kansas,6,KS,2918515,0.041527969
20061,24234,0,Geary County,kansas,6,KS,2918515,0.049821228
20063,2124,0,Gove County,kansas,6,KS,2918515,0.004366604
20065,2055,0,Graham County,kansas,6,KS,2918515,0.004224751
20067,5362,0,Grant County,kansas,6,KS,2918515,0.011023414
20069,4467,0,Gray County,kansas,6,KS,2918515,0.009183437
20071,915,0,Greeley County,kansas,6,KS,2918515,0.001881094
20073,4962,0,Greenwood County,kansas,6,KS,2918515,0.010201078
20075,1942,0,Hamilton County,kansas,6,KS,2918515,0.003992441
20077,4377,0,Harper County,kansas,6,KS,2918515,0.008998412
20079,27155,0,Harvey County,kansas,6,KS,2918515,0.055826336
20081,3013,0,Haskell County,kansas,6,KS,2918515,0.006194246
20083,1533,0,Hodgeman County,kansas,6,KS,2918515,0.003151603
20085,10308,0,Jackson County,kansas,6,KS,2918515,0.021191599
20087,15139,0,Jefferson County,kansas,6,KS,2918515,0.031123362
20089,2394,0,Jewell County,kansas,6,KS,2918515,0.004921681
20091,462774,0,Johnson County,kansas,6,KS,2918515,0.95138932
20093,2891,0,Kearny County,kansas,6,KS,2918515,0.005943434
20095,5882,0,Kingman County,kansas,6,KS,2918515,0.012092451
20097,2007,0,Kiowa County,kansas,6,KS,2918515,0.004126071
20099,15855,0,Labette County,kansas,6,KS,2918515,0.032595344
20101,1247,0,Lane County,kansas,6,KS,2918515,0.002563633
20103,63772,0,Leavenworth County,kansas,6,KS,2918515,0.131105031
20105,2434,0,Lincoln County,kansas,6,KS,2918515,0.005003915
20107,7761,0,Linn County,kansas,6,KS,2918515,0.015955375
20109,2213,0,Logan County,kansas,6,KS,2918515,0.004549574
20111,26599,0,Lyon County,kansas,6,KS,2918515,0.054683289
20113,22965,0,McPherson County,kansas,6,KS,2918515,0.047212367
20115,9692,0,Marion County,kansas,6,KS,2918515,0.019925202
20117,7677,0,Marshall County,kansas,6,KS,2918515,0.015782684
20119,3251,0,Meade County,kansas,6,KS,2918515,0.006683536
20121,26236,0,Miami County,kansas,6,KS,2918515,0.053937019
20123,4914,0,Mitchell County,kansas,6,KS,2918515,0.010102398
20125,25588,0,Montgomery County,kansas,6,KS,2918515,0.052604835
20127,4495,0,Morris County,kansas,6,KS,2918515,0.009241001
20129,2183,0,Morton County,kansas,6,KS,2918515,0.004487899
20131,7809,0,Nemaha County,kansas,6,KS,2918515,0.016054055
20133,12649,0,Neosho County,kansas,6,KS,2918515,0.026004321
20135,2315,0,Ness County,kansas,6,KS,2918515,0.00475927
20137,4453,0,Norton County,kansas,6,KS,2918515,0.009154656
20139,12660,0,Osage County,kansas,6,KS,2918515,0.026026935
20141,2864,0,Osborne County,kansas,6,KS,2918515,0.005887926
20143,4705,0,Ottawa County,kansas,6,KS,2918515,0.009672727
20145,5576,0,Pawnee County,kansas,6,KS,2918515,0.011463364
20147,4291,0,Phillips County,kansas,6,KS,2918515,0.00882161
20149,17684,0,Pottawatomie County,kansas,6,KS,2918515,0.036355475
20151,7271,0,Pratt County,kansas,6,KS,2918515,0.014948013
20153,2042,0,Rawlins County,kansas,6,KS,2918515,0.004198025
20155,50085,0,Reno County,kansas,6,KS,2918515,0.102966749
20157,3821,0,Republic County,kansas,6,KS,2918515,0.007855365
20159,7699,0,Rice County,kansas,6,KS,2918515,0.015827912
20161,63661,0,Riley County,kansas,6,KS,2918515,0.130876833
20163,4082,0,Rooks County,kansas,6,KS,2918515,0.008391939
20165,2436,0,Rush County,kansas,6,KS,2918515,0.005008026
20167,5721,0,Russell County,kansas,6,KS,2918515,0.011761461
20169,43320,0,Saline County,kansas,6,KS,2918515,0.089058991
20171,3773,0,Scott County,kansas,6,KS,2918515,0.007756684
20173,394766,0,Sedgwick County,kansas,6,KS,2918515,0.81157575
20175,15841,0,Seward County,kansas,6,KS,2918515,0.032566562
20177,140248,0,Shawnee County,kansas,6,KS,2918515,0.288327454
20179,1961,0,Sheridan County,kansas,6,KS,2918515,0.004031502
20181,4708,0,Sherman County,kansas,6,KS,2918515,0.009678895
20183,3013,0,Smith County,kansas,6,KS,2918515,0.006194246
20185,3315,0,Stafford County,kansas,6,KS,2918515,0.00681511
20187,1521,0,Stanton County,kansas,6,KS,2918515,0.003126933
20189,4095,0,Stevens County,kansas,6,KS,2918515,0.008418665
20191,18084,0,Sumner County,kansas,6,KS,2918515,0.037177811
20193,6175,0,Thomas County,kansas,6,KS,2918515,0.012694812
20195,2401,0,Trego County,kansas,6,KS,2918515,0.004936072
20197,5463,0,Wabaunsee County,kansas,6,KS,2918515,0.011231054
20199,1208,0,Wallace County,kansas,6,KS,2918515,0.002483455
20201,4430,0,Washington County,kansas,6,KS,2918515,0.009107371
20203,1691,0,Wichita County,kansas,6,KS,2918515,0.003476426
20205,6876,0,Wilson County,kansas,6,KS,2918515,0.014135956
20207,2549,0,Woodson County,kansas,6,KS,2918515,0.005240336
20209,123648,4,Wyandotte County,kansas,6,KS,2918515,0.25420051
21001,15997,0,Adair County,kentucky,8,KY,4472265,0.028615478
21003,16455,0,Allen County,kentucky,8,KY,4472265,0.02943475
21005,17660,0,Anderson County,kentucky,8,KY,4472265,0.031590257
21007,6442,0,Ballard County,kentucky,8,KY,4472265,0.011523467
21009,34711,0,Barren County,kentucky,8,KY,4472265,0.062091133
21011,9493,1,Bath County,kentucky,8,KY,4472265,0.016981105
21013,21730,0,Bell County,kentucky,8,KY,4472265,0.038870684
21015,100352,0,Boone County,kentucky,8,KY,4472265,0.179509935
21017,16032,0,Bourbon County,kentucky,8,KY,4472265,0.028678086
21019,38746,0,Boyd County,kentucky,8,KY,4472265,0.069308952
21021,24796,0,Boyle County,kentucky,8,KY,4472265,0.044355153
21023,6504,0,Bracken County,kentucky,8,KY,4472265,0.011634373
21025,10661,1,Breathitt County,kentucky,8,KY,4472265,0.019070426
21027,16057,0,Breckinridge County,kentucky,8,KY,4472265,0.028722806
21029,64829,0,Bullitt County,kentucky,8,KY,4472265,0.115966294
21031,10233,0,Butler County,kentucky,8,KY,4472265,0.018304819
21033,10143,0,Caldwell County,kentucky,8,KY,4472265,0.018143826
21035,32582,0,Calloway County,kentucky,8,KY,4472265,0.058282772
21037,75592,0,Campbell County,kentucky,8,KY,4472265,0.135219179
21039,3805,0,Carlisle County,kentucky,8,KY,4472265,0.006806395
21041,8197,0,Carroll County,kentucky,8,KY,4472265,0.014662816
21043,21804,1,Carter County,kentucky,8,KY,4472265,0.039003055
21045,12695,0,Casey County,kentucky,8,KY,4472265,0.022708851
21047,53792,0,Christian County,kentucky,8,KY,4472265,0.096223278
21049,28786,0,Clark County,kentucky,8,KY,4472265,0.051492476
21051,16488,0,Clay County,kentucky,8,KY,4472265,0.02949378
21053,8188,0,Clinton County,kentucky,8,KY,4472265,0.014646717
21055,7184,0,Crittenden County,kentucky,8,KY,4472265,0.012850759
21057,5420,0,Cumberland County,kentucky,8,KY,4472265,0.009695311
21059,78310,0,Daviess County,kentucky,8,KY,4472265,0.140081145
21061,10169,0,Edmonson County,kentucky,8,KY,4472265,0.018190335
21063,6302,3,Elliott County,kentucky,8,KY,4472265,0.011273035
21065,11557,0,Estill County,kentucky,8,KY,4472265,0.020673194
21067,260299,3,Fayette County,kentucky,8,KY,4472265,0.465623571
21069,11294,0,Fleming County,kentucky,8,KY,4472265,0.020202738
21071,29510,1,Floyd County,kentucky,8,KY,4472265,0.05278757
21073,41328,1,Franklin County,kentucky,8,KY,4472265,0.073927641
21075,4922,0,Fulton County,kentucky,8,KY,4472265,0.008804487
21077,6862,0,Gallatin County,kentucky,8,KY,4472265,0.012274765
21079,13878,0,Garrard County,kentucky,8,KY,4472265,0.024825005
21081,18887,0,Grant County,kentucky,8,KY,4472265,0.033785118
21083,29293,0,Graves County,kentucky,8,KY,4472265,0.052399399
21085,20759,0,Grayson County,kentucky,8,KY,4472265,0.037133757
21087,8962,0,Green County,kentucky,8,KY,4472265,0.01603125
21089,28826,0,Greenup County,kentucky,8,KY,4472265,0.051564029
21091,6766,1,Hancock County,kentucky,8,KY,4472265,0.01210304
21093,84894,0,Hardin County,kentucky,8,KY,4472265,0.151858622
21095,21184,0,Harlan County,kentucky,8,KY,4472265,0.037893998
21097,14971,0,Harrison County,kentucky,8,KY,4472265,0.026780166
21099,14587,0,Hart County,kentucky,8,KY,4472265,0.026093266
21101,36617,1,Henderson County,kentucky,8,KY,4472265,0.065500591
21103,12635,0,Henry County,kentucky,8,KY,4472265,0.022601523
21105,3761,0,Hickman County,kentucky,8,KY,4472265,0.006727687
21107,36061,0,Hopkins County,kentucky,8,KY,4472265,0.064506017
21109,10765,0,Jackson County,kentucky,8,KY,4472265,0.019256462
21111,615591,4,Jefferson County,kentucky,8,KY,4472265,1.101170883
21113,41508,0,Jessamine County,kentucky,8,KY,4472265,0.074249625
21115,18094,0,Johnson County,kentucky,8,KY,4472265,0.032366597
21117,130197,0,Kenton County,kentucky,8,KY,4472265,0.232896754
21119,12529,1,Knott County,kentucky,8,KY,4472265,0.02241191
21121,24918,0,Knox County,kentucky,8,KY,4472265,0.044573387
21123,11425,0,Larue County,kentucky,8,KY,4472265,0.020437072
21125,48072,0,Laurel County,kentucky,8,KY,4472265,0.085991327
21127,12334,0,Lawrence County,kentucky,8,KY,4472265,0.022063093
21129,5661,0,Lee County,kentucky,8,KY,4472265,0.010126412
21131,8272,0,Leslie County,kentucky,8,KY,4472265,0.014796976
21133,18069,0,Letcher County,kentucky,8,KY,4472265,0.032321877
21135,10839,0,Lewis County,kentucky,8,KY,4472265,0.019388833
21137,19349,0,Lincoln County,kentucky,8,KY,4472265,0.034611545
21139,7573,0,Livingston County,kentucky,8,KY,4472265,0.013546603
21141,21193,0,Logan County,kentucky,8,KY,4472265,0.037910097
21143,7253,0,Lyon County,kentucky,8,KY,4472265,0.012974186
21145,52356,0,McCracken County,kentucky,8,KY,4472265,0.093654558
21147,13969,0,McCreary County,kentucky,8,KY,4472265,0.024987786
21149,7290,0,McLean County,kentucky,8,KY,4472265,0.013040372
21151,73776,0,Madison County,kentucky,8,KY,4472265,0.131970713
21153,9929,1,Magoffin County,kentucky,8,KY,4472265,0.017761023
21155,15092,0,Marion County,kentucky,8,KY,4472265,0.026996611
21157,25670,0,Marshall County,kentucky,8,KY,4472265,0.045918567
21159,9581,0,Martin County,kentucky,8,KY,4472265,0.017138519
21161,13664,0,Mason County,kentucky,8,KY,4472265,0.024442201
21163,22530,0,Meade County,kentucky,8,KY,4472265,0.040301726
21165,5256,2,Menifee County,kentucky,8,KY,4472265,0.009401947
21167,17378,0,Mercer County,kentucky,8,KY,4472265,0.031085814
21169,8009,0,Metcalfe County,kentucky,8,KY,4472265,0.014326521
21171,8498,0,Monroe County,kentucky,8,KY,4472265,0.015201246
21173,22034,0,Montgomery County,kentucky,8,KY,4472265,0.03941448
21175,11144,0,Morgan County,kentucky,8,KY,4472265,0.019934418
21177,25500,0,Muhlenberg County,kentucky,8,KY,4472265,0.045614471
21179,35888,0,Nelson County,kentucky,8,KY,4472265,0.064196554
21181,5590,0,Nicholas County,kentucky,8,KY,4472265,0.009999407
21183,18763,0,Ohio County,kentucky,8,KY,4472265,0.033563306
21185,51169,0,Oldham County,kentucky,8,KY,4472265,0.091531249
21187,8647,0,Owen County,kentucky,8,KY,4472265,0.015467778
21189,3665,0,Owsley County,kentucky,8,KY,4472265,0.006555962
21191,11587,0,Pendleton County,kentucky,8,KY,4472265,0.020726858
21193,21350,0,Perry County,kentucky,8,KY,4472265,0.038190939
21195,48664,1,Pike County,kentucky,8,KY,4472265,0.087050298
21197,9618,0,Powell County,kentucky,8,KY,4472265,0.017204705
21199,51641,0,Pulaski County,kentucky,8,KY,4472265,0.092375564
21201,1674,0,Robertson County,kentucky,8,KY,4472265,0.002994456
21203,13628,0,Rockcastle County,kentucky,8,KY,4472265,0.024377804
21205,20399,2,Rowan County,kentucky,8,KY,4472265,0.036489788
21207,14240,0,Russell County,kentucky,8,KY,4472265,0.025472551
21209,42282,0,Scott County,kentucky,8,KY,4472265,0.075634159
21211,37516,0,Shelby County,kentucky,8,KY,4472265,0.067108725
21213,14129,0,Simpson County,kentucky,8,KY,4472265,0.025273994
21215,15058,0,Spencer County,kentucky,8,KY,4472265,0.026935792
21217,20381,0,Taylor County,kentucky,8,KY,4472265,0.036457589
21219,9397,0,Todd County,kentucky,8,KY,4472265,0.01680938
21221,11659,0,Trigg County,kentucky,8,KY,4472265,0.020855651
21223,6959,0,Trimble County,kentucky,8,KY,4472265,0.012448278
21225,12155,0,Union County,kentucky,8,KY,4472265,0.021742898
21227,102788,0,Warren County,kentucky,8,KY,4472265,0.183867459
21229,9528,0,Washington County,kentucky,8,KY,4472265,0.017043713
21231,16745,0,Wayne County,kentucky,8,KY,4472265,0.029953502
21233,10370,0,Webster County,kentucky,8,KY,4472265,0.018549885
21235,28090,0,Whitley County,kentucky,8,KY,4472265,0.05024747
21237,5699,2,Wolfe County,kentucky,8,KY,4472265,0.010194387
21239,21264,0,Woodford County,kentucky,8,KY,4472265,0.038037102
22001,47970,0,Acadia Parish,louisiana,8,LA,4682509,0.081956062
22003,20465,0,Allen Parish,louisiana,8,LA,4682509,0.034964161
22005,93424,0,Ascension Parish,louisiana,8,LA,4682509,0.159613575
22007,18105,1,Assumption Parish,louisiana,8,LA,4682509,0.030932135
22009,32188,0,Avoyelles Parish,louisiana,8,LA,4682509,0.05499274
22011,28948,0,Beauregard Parish,louisiana,8,LA,4682509,0.049457246
22013,10829,0,Bienville Parish,louisiana,8,LA,4682509,0.018501192
22015,98607,0,Bossier Parish,louisiana,8,LA,4682509,0.168468656
22017,193489,3,Caddo Parish,louisiana,8,LA,4682509,0.330573203
22019,156402,0,Calcasieu Parish,louisiana,8,LA,4682509,0.267210592
22021,7851,0,Caldwell Parish,louisiana,8,LA,4682509,0.013413322
22023,5664,0,Cameron Parish,louisiana,8,LA,4682509,0.009676863
22025,7844,0,Catahoula Parish,louisiana,8,LA,4682509,0.013401362
22027,13382,0,Claiborne Parish,louisiana,8,LA,4682509,0.022862957
22029,15734,0,Concordia Parish,louisiana,8,LA,4682509,0.026881315
22031,21218,0,De Soto Parish,louisiana,8,LA,4682509,0.036250651
22033,354363,3,East Baton Rouge Parish,louisiana,8,LA,4682509,0.605424143
22035,5886,4,East Carroll Parish,louisiana,8,LA,4682509,0.010056147
22037,16270,0,East Feliciana Parish,louisiana,8,LA,4682509,0.027797063
22039,26015,0,Evangeline Parish,louisiana,8,LA,4682509,0.044446257
22041,15486,0,Franklin Parish,louisiana,8,LA,4682509,0.026457611
22043,18317,0,Grant Parish,louisiana,8,LA,4682509,0.031294334
22045,54989,0,Iberia Parish,louisiana,8,LA,4682509,0.093947924
22047,26697,4,Iberville Parish,louisiana,8,LA,4682509,0.045611445
22049,12843,0,Jackson Parish,louisiana,8,LA,4682509,0.021942083
22051,349293,0,Jefferson Parish,louisiana,8,LA,4682509,0.59676212
22053,24322,0,Jefferson Davis Parish,louisiana,8,LA,4682509,0.041553791
22055,190447,0,Lafayette Parish,louisiana,8,LA,4682509,0.32537599
22057,77393,0,Lafourche Parish,louisiana,8,LA,4682509,0.132224839
22059,11941,0,La Salle Parish,louisiana,8,LA,4682509,0.020401029
22061,38969,0,Lincoln Parish,louisiana,8,LA,4682509,0.066577982
22063,107280,0,Livingston Parish,louisiana,8,LA,4682509,0.183286354
22065,8846,4,Madison Parish,louisiana,8,LA,4682509,0.015113265
22067,20181,0,Morehouse Parish,louisiana,8,LA,4682509,0.034478951
22069,30309,0,Natchitoches Parish,louisiana,8,LA,4682509,0.051782495
22071,320201,4,Orleans Parish,louisiana,8,LA,4682509,0.547058852
22073,121232,0,Ouachita Parish,louisiana,8,LA,4682509,0.207123147
22075,17918,0,Plaquemines Parish,louisiana,8,LA,4682509,0.030612648
22077,17667,1,Pointe Coupee Parish,louisiana,8,LA,4682509,0.030183818
22079,102330,0,Rapides Parish,louisiana,8,LA,4682509,0.174829349
22081,6666,0,Red River Parish,louisiana,8,LA,4682509,0.011388766
22083,16160,0,Richland Parish,louisiana,8,LA,4682509,0.02760913
22085,18979,0,Sabine Parish,louisiana,8,LA,4682509,0.032425351
22087,34998,0,St. Bernard Parish,louisiana,8,LA,4682509,0.059793585
22089,41323,0,St. Charles Parish,louisiana,8,LA,4682509,0.070599758
22091,8311,4,St. Helena Parish,louisiana,8,LA,4682509,0.014199225
22093,16984,4,St. James Parish,louisiana,8,LA,4682509,0.029016922
22095,33745,4,St. John the Baptist Parish,louisiana,8,LA,4682509,0.057652852
22097,63407,0,St. Landry Parish,louisiana,8,LA,4682509,0.108329957
22099,42051,0,St. Martin Parish,louisiana,8,LA,4682509,0.071843535
22101,40082,0,St. Mary Parish,louisiana,8,LA,4682509,0.068479527
22103,200553,0,St. Tammany Parish,louisiana,8,LA,4682509,0.342641947
22105,102868,0,Tangipahoa Parish,louisiana,8,LA,4682509,0.175748514
22107,3612,4,Tensas Parish,louisiana,8,LA,4682509,0.006171051
22109,86624,0,Terrebonne Parish,louisiana,8,LA,4682509,0.147995871
22111,18036,0,Union Parish,louisiana,8,LA,4682509,0.030814249
22113,46167,0,Vermilion Parish,louisiana,8,LA,4682509,0.078875663
22115,38224,0,Vernon Parish,louisiana,8,LA,4682509,0.06530516
22117,36677,0,Washington Parish,louisiana,8,LA,4682509,0.062662133
22119,31540,0,Webster Parish,louisiana,8,LA,4682509,0.053885641
22121,20500,0,West Baton Rouge Parish,louisiana,8,LA,4682509,0.035023958
22123,8828,0,West Carroll Parish,louisiana,8,LA,4682509,0.015082512
22125,13287,0,West Feliciana Parish,louisiana,8,LA,4682509,0.02270065
22127,11761,0,Winn Parish,louisiana,8,LA,4682509,0.020093501
23001,86746,3,Androscoggin County,maine,4,ME,1341582,0.258637936
23003,56974,3,Aroostook County,maine,4,ME,1341582,0.169871092
23005,244086,4,Cumberland County,maine,4,ME,1341582,0.727755739
23007,25252,3,Franklin County,maine,4,ME,1341582,0.075290217
23009,46212,4,Hancock County,maine,4,ME,1341582,0.137783602
23011,101057,3,Kennebec County,maine,4,ME,1341582,0.301306964
23013,33489,4,Knox County,maine,4,ME,1341582,0.099849282
23015,29176,4,Lincoln County,maine,4,ME,1341582,0.086989837
23017,48172,3,Oxford County,maine,4,ME,1341582,0.143627449
23019,127529,3,Penobscot County,maine,4,ME,1341582,0.380234678
23021,14389,0,Piscataquis County,maine,4,ME,1341582,0.042901589
23023,29478,4,Sagadahoc County,maine,4,ME,1341582,0.087890267
23025,41974,3,Somerset County,maine,4,ME,1341582,0.125147773
23027,32984,4,Waldo County,maine,4,ME,1341582,0.098343597
23029,26266,2,Washington County,maine,4,ME,1341582,0.078313513
23031,170265,4,York County,maine,4,ME,1341582,0.507654396
24001,60505,0,Allegany County,maryland,10,MD,6079602,0.099521317
24003,457039,1,Anne Arundel County,maryland,10,MD,6079602,0.751758092
24005,669052,4,Baltimore County,maryland,10,MD,6079602,1.100486512
24009,72981,0,Calvert County,maryland,10,MD,6079602,0.120042398
24011,26126,0,Caroline County,maryland,10,MD,6079602,0.042973208
24013,135759,0,Carroll County,maryland,10,MD,6079602,0.223302446
24015,81894,0,Cecil County,maryland,10,MD,6079602,0.134702897
24017,125742,4,Charles County,maryland,10,MD,6079602,0.206826039
24019,26138,0,Dorchester County,maryland,10,MD,6079602,0.042992946
24021,199581,0,Frederick County,maryland,10,MD,6079602,0.328279713
24023,24473,0,Garrett County,maryland,10,MD,6079602,0.04025428
24025,202955,0,Harford County,maryland,10,MD,6079602,0.333829418
24027,250130,4,Howard County,maryland,10,MD,6079602,0.411424958
24029,16713,1,Kent County,maryland,10,MD,6079602,0.027490286
24031,826787,4,Montgomery County,maryland,10,MD,6079602,1.359936062
24033,727025,4,Prince George's County,maryland,10,MD,6079602,1.195843083
24035,40120,0,Queen Anne's County,maryland,10,MD,6079602,0.065991162
24037,88083,0,St. Mary's County,maryland,10,MD,6079602,0.144882839
24039,21744,1,Somerset County,maryland,10,MD,6079602,0.035765499
24041,31146,0,Talbot County,maryland,10,MD,6079602,0.051230327
24043,121150,0,Washington County,maryland,10,MD,6079602,0.199272913
24045,82758,0,Wicomico County,maryland,10,MD,6079602,0.136124042
24047,43875,0,Worcester County,maryland,10,MD,6079602,0.072167553
24510,495428,4,Baltimore city,maryland,10,MD,6079602,0.814902028
25001,185337,4,Barnstable County,massachusetts,11,MA,6895917,0.295639724
25003,107763,4,Berkshire County,massachusetts,11,MA,6895917,0.171897806
25005,458971,4,Bristol County,massachusetts,11,MA,6895917,0.732126126
25007,14535,4,Dukes County,massachusetts,11,MA,6895917,0.023185459
25009,636144,4,Essex County,massachusetts,11,MA,6895917,1.014743072
25011,59829,4,Franklin County,massachusetts,11,MA,6895917,0.095436038
25013,378780,4,Hampden County,massachusetts,11,MA,6895917,0.604209708
25015,140481,4,Hampshire County,massachusetts,11,MA,6895917,0.224087819
25017,1319843,4,Middlesex County,massachusetts,11,MA,6895917,2.10534335
25019,9083,4,Nantucket County,massachusetts,11,MA,6895917,0.014488718
25021,570935,4,Norfolk County,massachusetts,11,MA,6895917,0.910725144
25023,417865,4,Plymouth County,massachusetts,11,MA,6895917,0.666556021
25025,677124,4,Suffolk County,massachusetts,11,MA,6895917,1.080112188
25027,671415,4,Worcester County,massachusetts,11,MA,6895917,1.071005495
26001,9199,0,Alcona County,michigan,16,MI,9991177,0.014731398
26003,7921,2,Alger County,michigan,16,MI,9991177,0.012684792
26005,91234,0,Allegan County,michigan,16,MI,9991177,0.146103307
26007,23864,1,Alpena County,michigan,16,MI,9991177,0.038216118
26009,19518,0,Antrim County,michigan,16,MI,9991177,0.031256378
26011,12699,2,Arenac County,michigan,16,MI,9991177,0.020336343
26013,7113,0,Baraga County,michigan,16,MI,9991177,0.01139085
26015,48631,0,Barry County,michigan,16,MI,9991177,0.077878312
26017,85481,3,Bay County,michigan,16,MI,9991177,0.136890378
26019,14808,1,Benzie County,michigan,16,MI,9991177,0.023713723
26021,124155,1,Berrien County,michigan,16,MI,9991177,0.198823422
26023,34683,0,Branch County,michigan,16,MI,9991177,0.055541805
26025,107038,2,Calhoun County,michigan,16,MI,9991177,0.171412037
26027,42211,1,Cass County,michigan,16,MI,9991177,0.067597241
26029,21715,0,Charlevoix County,michigan,16,MI,9991177,0.034774682
26031,21793,0,Cheboygan County,michigan,16,MI,9991177,0.034899592
26033,31624,0,Chippewa County,michigan,16,MI,9991177,0.050643082
26035,25312,1,Clare County,michigan,16,MI,9991177,0.040534964
26037,62973,1,Clinton County,michigan,16,MI,9991177,0.100845776
26039,11721,0,Crawford County,michigan,16,MI,9991177,0.018770161
26041,29763,1,Delta County,michigan,16,MI,9991177,0.047662853
